motif	tf.gene	tf.ensg
MA0755.1	ONECUT2	ENSG00000119547
MA0755.1	ONECUT3	ENSG00000205922
MA0756.1	SATB1	ENSG00000182568
MA0756.1	SATB2	ENSG00000119042
MA0756.1	CUX1	ENSG00000257923
MA0756.1	CUX2	ENSG00000111249
MA0756.1	ONECUT1	ENSG00000169856
MA0756.1	ONECUT3	ENSG00000205922
MA0757.1	SATB1	ENSG00000182568
MA0757.1	SATB2	ENSG00000119042
MA0757.1	CUX1	ENSG00000257923
MA0757.1	CUX2	ENSG00000111249
MA0757.1	ONECUT1	ENSG00000169856
MA0757.1	ONECUT2	ENSG00000119547
MA0758.1	E2F1	ENSG00000101412
MA0758.1	E2F2	ENSG00000007968
MA0758.1	E2F3	ENSG00000112242
MA0758.1	E2F4	ENSG00000205250
MA0758.1	E2F5	ENSG00000133740
MA0758.1	E2F6	ENSG00000169016
MA0758.1	E2F8	ENSG00000129173
MA0759.1	SPDEF	ENSG00000124664
MA0759.1	ETV6	ENSG00000139083
MA0759.1	ETV7	ENSG00000010030
MA0759.1	SPIB	ENSG00000269404
MA0759.1	SPIC	ENSG00000166211
MA0759.1	EHF	ENSG00000135373
MA0759.1	ELF3	ENSG00000163435
MA0759.1	ELF5	ENSG00000135374
MA0759.1	ELF1	ENSG00000120690
MA0759.1	ELF2	ENSG00000109381
MA0759.1	ELF4	ENSG00000102034
MA0759.1	ELK1	ENSG00000126767
MA0759.1	ELK4	ENSG00000158711
MA0759.1	ETV1	ENSG00000006468
MA0759.1	ETV4	ENSG00000175832
MA0759.1	ETV5	ENSG00000244405
MA0759.1	ERF	ENSG00000105722
MA0759.1	ETV2	ENSG00000105672
MA0759.1	FLI1	ENSG00000151702
MA0759.1	ERG	ENSG00000157554
MA0759.1	FEV	ENSG00000163497
MA0759.1	ETV3	ENSG00000117036
MA0759.1	ETV3L	ENSG00000253831
MA0760.1	SPDEF	ENSG00000124664
MA0760.1	ETV6	ENSG00000139083
MA0760.1	ETV7	ENSG00000010030
MA0760.1	SPIB	ENSG00000269404
MA0760.1	SPIC	ENSG00000166211
MA0760.1	EHF	ENSG00000135373
MA0760.1	ELF3	ENSG00000163435
MA0760.1	ELF5	ENSG00000135374
MA0760.1	ELF1	ENSG00000120690
MA0760.1	ELF2	ENSG00000109381
MA0760.1	ELF4	ENSG00000102034
MA0760.1	ELK1	ENSG00000126767
MA0760.1	ELK3	ENSG00000111145
MA0760.1	ELK4	ENSG00000158711
MA0760.1	ETV1	ENSG00000006468
MA0760.1	ETV4	ENSG00000175832
MA0760.1	ETV5	ENSG00000244405
MA0760.1	ETV2	ENSG00000105672
MA0760.1	FLI1	ENSG00000151702
MA0760.1	ERG	ENSG00000157554
MA0760.1	FEV	ENSG00000163497
MA0760.1	ETV3	ENSG00000117036
MA0760.1	ETV3L	ENSG00000253831
MA0761.1	SPDEF	ENSG00000124664
MA0761.1	ETV6	ENSG00000139083
MA0761.1	ETV7	ENSG00000010030
MA0761.1	SPIB	ENSG00000269404
MA0761.1	SPIC	ENSG00000166211
MA0761.1	EHF	ENSG00000135373
MA0761.1	ELF3	ENSG00000163435
MA0761.1	ELF5	ENSG00000135374
MA0761.1	ELF1	ENSG00000120690
MA0761.1	ELF2	ENSG00000109381
MA0761.1	ELF4	ENSG00000102034
MA0761.1	ELK1	ENSG00000126767
MA0761.1	ELK3	ENSG00000111145
MA0761.1	ELK4	ENSG00000158711
MA0761.1	ETV4	ENSG00000175832
MA0761.1	ETV5	ENSG00000244405
MA0761.1	ERF	ENSG00000105722
MA0761.1	ETV2	ENSG00000105672
MA0761.1	FLI1	ENSG00000151702
MA0761.1	ERG	ENSG00000157554
MA0761.1	FEV	ENSG00000163497
MA0761.1	ETV3	ENSG00000117036
MA0761.1	ETV3L	ENSG00000253831
MA0762.1	SPDEF	ENSG00000124664
MA0762.1	ETV6	ENSG00000139083
MA0762.1	ETV7	ENSG00000010030
MA0762.1	SPIB	ENSG00000269404
MA0762.1	SPIC	ENSG00000166211
MA0762.1	EHF	ENSG00000135373
MA0762.1	ELF3	ENSG00000163435
MA0762.1	ELF5	ENSG00000135374
MA0762.1	ELF1	ENSG00000120690
MA0762.1	ELF2	ENSG00000109381
MA0762.1	ELF4	ENSG00000102034
MA0762.1	ELK1	ENSG00000126767
MA0762.1	ELK3	ENSG00000111145
MA0762.1	ELK4	ENSG00000158711
MA0762.1	ETV1	ENSG00000006468
MA0762.1	ETV4	ENSG00000175832
MA0762.1	ETV5	ENSG00000244405
MA0762.1	ERF	ENSG00000105722
MA0762.1	FLI1	ENSG00000151702
MA0762.1	ERG	ENSG00000157554
MA0762.1	FEV	ENSG00000163497
MA0762.1	ETV3	ENSG00000117036
MA0762.1	ETV3L	ENSG00000253831
MA0763.1	SPDEF	ENSG00000124664
MA0763.1	ETV6	ENSG00000139083
MA0763.1	ETV7	ENSG00000010030
MA0763.1	SPIB	ENSG00000269404
MA0763.1	SPIC	ENSG00000166211
MA0763.1	EHF	ENSG00000135373
MA0763.1	ELF3	ENSG00000163435
MA0763.1	ELF5	ENSG00000135374
MA0763.1	ELF1	ENSG00000120690
MA0763.1	ELF2	ENSG00000109381
MA0763.1	ELF4	ENSG00000102034
MA0763.1	ELK1	ENSG00000126767
MA0763.1	ELK3	ENSG00000111145
MA0763.1	ELK4	ENSG00000158711
MA0763.1	ETV1	ENSG00000006468
MA0763.1	ETV4	ENSG00000175832
MA0763.1	ETV5	ENSG00000244405
MA0763.1	ERF	ENSG00000105722
MA0763.1	ETV2	ENSG00000105672
MA0763.1	FLI1	ENSG00000151702
MA0763.1	ERG	ENSG00000157554
MA0763.1	FEV	ENSG00000163497
MA0763.1	ETV3L	ENSG00000253831
MA0764.1	SPDEF	ENSG00000124664
MA0764.1	ETV6	ENSG00000139083
MA0764.1	ETV7	ENSG00000010030
MA0764.1	SPIB	ENSG00000269404
MA0764.1	SPIC	ENSG00000166211
MA0764.1	EHF	ENSG00000135373
MA0764.1	ELF3	ENSG00000163435
MA0764.1	ELF5	ENSG00000135374
MA0764.1	ELF1	ENSG00000120690
MA0764.1	ELF2	ENSG00000109381
MA0764.1	ELF4	ENSG00000102034
MA0764.1	ELK1	ENSG00000126767
MA0764.1	ELK3	ENSG00000111145
MA0764.1	ELK4	ENSG00000158711
MA0764.1	ETV1	ENSG00000006468
MA0764.1	ETV5	ENSG00000244405
MA0764.1	ERF	ENSG00000105722
MA0764.1	ETV2	ENSG00000105672
MA0764.1	FLI1	ENSG00000151702
MA0764.1	ERG	ENSG00000157554
MA0764.1	FEV	ENSG00000163497
MA0764.1	ETV3	ENSG00000117036
MA0764.1	ETV3L	ENSG00000253831
MA0765.1	SPDEF	ENSG00000124664
MA0765.1	ETV6	ENSG00000139083
MA0765.1	ETV7	ENSG00000010030
MA0765.1	SPIB	ENSG00000269404
MA0765.1	SPIC	ENSG00000166211
MA0765.1	EHF	ENSG00000135373
MA0765.1	ELF3	ENSG00000163435
MA0765.1	ELF5	ENSG00000135374
MA0765.1	ELF1	ENSG00000120690
MA0765.1	ELF2	ENSG00000109381
MA0765.1	ELF4	ENSG00000102034
MA0765.1	ELK1	ENSG00000126767
MA0765.1	ELK3	ENSG00000111145
MA0765.1	ELK4	ENSG00000158711
MA0765.1	ETV1	ENSG00000006468
MA0765.1	ETV4	ENSG00000175832
MA0765.1	ERF	ENSG00000105722
MA0765.1	ETV2	ENSG00000105672
MA0765.1	FLI1	ENSG00000151702
MA0765.1	ERG	ENSG00000157554
MA0765.1	FEV	ENSG00000163497
MA0765.1	ETV3	ENSG00000117036
MA0765.1	ETV3L	ENSG00000253831
MA0766.1	GATAD1	ENSG00000157259
MA0766.1	DNMT3B	ENSG00000088305
MA0766.1	DNMT3L	ENSG00000142182
MA0766.1	ATRX	ENSG00000085224
MA0766.1	TRPS1	ENSG00000104447
MA0766.1	RERE	ENSG00000142599
MA0766.1	MTA1	ENSG00000182979
MA0766.1	MTA2	ENSG00000149480
MA0766.1	MTA3	ENSG00000057935
MA0766.1	ZGLP1	ENSG00000220201
MA0766.1	DNMT3A	ENSG00000119772
MA0766.1	GATA1	ENSG00000102145
MA0766.1	GATA2	ENSG00000179348
MA0766.1	GATA3	ENSG00000107485
MA0766.1	GATA4	ENSG00000136574
MA0766.1	GATA6	ENSG00000141448
MA0767.1	GCM1	ENSG00000137270
MA0768.1	TAF1	ENSG00000147133
MA0768.1	TCF7L2	ENSG00000148737
MA0768.1	TCF7	ENSG00000081059
MA0769.1	TAF1	ENSG00000147133
MA0769.1	LEF1	ENSG00000138795
MA0769.1	TCF7L2	ENSG00000148737
MA0770.1	HSF1	ENSG00000185122
MA0770.1	HSF4	ENSG00000102878
MA0770.1	HSF5	ENSG00000176160
MA0770.1	HSFX1	ENSG00000171116
MA0770.1	HSFY1	ENSG00000172468
MA0771.1	HSF1	ENSG00000185122
MA0771.1	HSF2	ENSG00000025156
MA0771.1	HSF5	ENSG00000176160
MA0771.1	HSFX1	ENSG00000171116
MA0771.1	HSFY1	ENSG00000172468
MA0772.1	IRF1	ENSG00000125347
MA0772.1	IRF2	ENSG00000168310
MA0772.1	IRF3	ENSG00000126456
MA0772.1	IRF4	ENSG00000137265
MA0772.1	IRF5	ENSG00000128604
MA0772.1	IRF6	ENSG00000117595
MA0772.1	IRF8	ENSG00000140968
MA0772.1	IRF9	ENSG00000213928
MA0773.1	MEF2A	ENSG00000068305
MA0773.1	MEF2B	ENSG00000213999
MA0773.1	MEF2C	ENSG00000081189
MA0774.1	MKX	ENSG00000150051
MA0774.1	TGIF1	ENSG00000177426
MA0774.1	TGIF2	ENSG00000118707
MA0774.1	TGIF2LX	ENSG00000153779
MA0774.1	TGIF2LY	ENSG00000176679
MA0774.1	PKNOX1	ENSG00000160199
MA0774.1	PKNOX2	ENSG00000165495
MA0774.1	PBX1	ENSG00000185630
MA0774.1	PBX2	ENSG00000204304
MA0774.1	PBX3	ENSG00000167081
MA0774.1	PBX4	ENSG00000105717
MA0774.1	MEIS1	ENSG00000143995
MA0774.1	MEIS3	ENSG00000105419
MA0774.1	IRX1	ENSG00000170549
MA0774.1	IRX2	ENSG00000170561
MA0774.1	IRX3	ENSG00000177508
MA0774.1	IRX4	ENSG00000113430
MA0774.1	IRX5	ENSG00000176842
MA0774.1	IRX6	ENSG00000159387
MA0775.1	MKX	ENSG00000150051
MA0775.1	TGIF1	ENSG00000177426
MA0775.1	TGIF2	ENSG00000118707
MA0775.1	TGIF2LX	ENSG00000153779
MA0775.1	TGIF2LY	ENSG00000176679
MA0775.1	PKNOX1	ENSG00000160199
MA0775.1	PKNOX2	ENSG00000165495
MA0775.1	PBX1	ENSG00000185630
MA0775.1	PBX2	ENSG00000204304
MA0775.1	PBX3	ENSG00000167081
MA0775.1	PBX4	ENSG00000105717
MA0775.1	MEIS1	ENSG00000143995
MA0775.1	MEIS2	ENSG00000134138
MA0775.1	IRX1	ENSG00000170549
MA0775.1	IRX2	ENSG00000170561
MA0775.1	IRX3	ENSG00000177508
MA0775.1	IRX4	ENSG00000113430
MA0775.1	IRX5	ENSG00000176842
MA0775.1	IRX6	ENSG00000159387
MA0779.1	PAX2	ENSG00000075891
MA0779.1	PAX5	ENSG00000196092
MA0779.1	PAX8	ENSG00000125618
MA0779.1	PAX9	ENSG00000198807
MA0780.1	PAX4	ENSG00000106331
MA0780.1	PAX6	ENSG00000007372
MA0780.1	PAX7	ENSG00000009709
MA0781.1	PAX2	ENSG00000075891
MA0781.1	PAX5	ENSG00000196092
MA0781.1	PAX8	ENSG00000125618
MA0781.1	PAX1	ENSG00000125813
MA0782.1	MKX	ENSG00000150051
MA0782.1	TGIF1	ENSG00000177426
MA0782.1	TGIF2	ENSG00000118707
MA0782.1	TGIF2LX	ENSG00000153779
MA0782.1	TGIF2LY	ENSG00000176679
MA0782.1	PKNOX2	ENSG00000165495
MA0782.1	PBX1	ENSG00000185630
MA0782.1	PBX2	ENSG00000204304
MA0782.1	PBX3	ENSG00000167081
MA0782.1	PBX4	ENSG00000105717
MA0782.1	MEIS1	ENSG00000143995
MA0782.1	MEIS2	ENSG00000134138
MA0782.1	MEIS3	ENSG00000105419
MA0782.1	IRX1	ENSG00000170549
MA0782.1	IRX2	ENSG00000170561
MA0782.1	IRX3	ENSG00000177508
MA0782.1	IRX4	ENSG00000113430
MA0782.1	IRX5	ENSG00000176842
MA0782.1	IRX6	ENSG00000159387
MA0783.1	MKX	ENSG00000150051
MA0783.1	TGIF1	ENSG00000177426
MA0783.1	TGIF2	ENSG00000118707
MA0783.1	TGIF2LX	ENSG00000153779
MA0783.1	TGIF2LY	ENSG00000176679
MA0783.1	PKNOX1	ENSG00000160199
MA0783.1	PBX1	ENSG00000185630
MA0783.1	PBX2	ENSG00000204304
MA0783.1	PBX3	ENSG00000167081
MA0783.1	PBX4	ENSG00000105717
MA0783.1	MEIS1	ENSG00000143995
MA0783.1	MEIS2	ENSG00000134138
MA0783.1	MEIS3	ENSG00000105419
MA0783.1	IRX1	ENSG00000170549
MA0783.1	IRX2	ENSG00000170561
MA0783.1	IRX3	ENSG00000177508
MA0783.1	IRX4	ENSG00000113430
MA0783.1	IRX5	ENSG00000176842
MA0783.1	IRX6	ENSG00000159387
MA0784.1	HDX	ENSG00000165259
MA0784.1	HMBOX1	ENSG00000147421
MA0784.1	POU6F1	ENSG00000184271
MA0784.1	POU6F2	ENSG00000106536
MA0784.1	POU5F1	ENSG00000204531
MA0784.1	POU5F2	ENSG00000248483
MA0784.1	POU4F1	ENSG00000152192
MA0784.1	POU4F2	ENSG00000151615
MA0784.1	POU4F3	ENSG00000091010
MA0784.1	POU3F1	ENSG00000185668
MA0784.1	POU3F2	ENSG00000184486
MA0784.1	POU3F3	ENSG00000198914
MA0784.1	POU3F4	ENSG00000196767
MA0784.1	POU2F1	ENSG00000143190
MA0784.1	POU2F2	ENSG00000028277
MA0784.1	POU2F3	ENSG00000137709
MA0785.1	HDX	ENSG00000165259
MA0785.1	HMBOX1	ENSG00000147421
MA0785.1	POU6F1	ENSG00000184271
MA0785.1	POU6F2	ENSG00000106536
MA0785.1	POU5F1	ENSG00000204531
MA0785.1	POU5F2	ENSG00000248483
MA0785.1	POU4F1	ENSG00000152192
MA0785.1	POU4F2	ENSG00000151615
MA0785.1	POU4F3	ENSG00000091010
MA0785.1	POU3F1	ENSG00000185668
MA0785.1	POU3F2	ENSG00000184486
MA0785.1	POU3F3	ENSG00000198914
MA0785.1	POU3F4	ENSG00000196767
MA0785.1	POU2F2	ENSG00000028277
MA0785.1	POU2F3	ENSG00000137709
MA0785.1	POU1F1	ENSG00000064835
MA0786.1	HDX	ENSG00000165259
MA0786.1	HMBOX1	ENSG00000147421
MA0786.1	POU6F1	ENSG00000184271
MA0786.1	POU6F2	ENSG00000106536
MA0786.1	POU5F1	ENSG00000204531
MA0786.1	POU5F2	ENSG00000248483
MA0786.1	POU4F1	ENSG00000152192
MA0786.1	POU4F2	ENSG00000151615
MA0786.1	POU4F3	ENSG00000091010
MA0786.1	POU3F2	ENSG00000184486
MA0786.1	POU3F3	ENSG00000198914
MA0786.1	POU3F4	ENSG00000196767
MA0786.1	POU2F1	ENSG00000143190
MA0786.1	POU2F2	ENSG00000028277
MA0786.1	POU2F3	ENSG00000137709
MA0786.1	POU1F1	ENSG00000064835
MA0787.1	HDX	ENSG00000165259
MA0787.1	HMBOX1	ENSG00000147421
MA0787.1	POU6F1	ENSG00000184271
MA0787.1	POU6F2	ENSG00000106536
MA0787.1	POU5F1	ENSG00000204531
MA0787.1	POU5F2	ENSG00000248483
MA0787.1	POU4F1	ENSG00000152192
MA0787.1	POU4F2	ENSG00000151615
MA0787.1	POU4F3	ENSG00000091010
MA0787.1	POU3F1	ENSG00000185668
MA0787.1	POU3F3	ENSG00000198914
MA0787.1	POU3F4	ENSG00000196767
MA0787.1	POU2F1	ENSG00000143190
MA0787.1	POU2F2	ENSG00000028277
MA0787.1	POU2F3	ENSG00000137709
MA0787.1	POU1F1	ENSG00000064835
MA0788.1	HDX	ENSG00000165259
MA0788.1	HMBOX1	ENSG00000147421
MA0788.1	POU6F1	ENSG00000184271
MA0788.1	POU6F2	ENSG00000106536
MA0788.1	POU5F1	ENSG00000204531
MA0788.1	POU5F2	ENSG00000248483
MA0788.1	POU4F1	ENSG00000152192
MA0788.1	POU4F2	ENSG00000151615
MA0788.1	POU4F3	ENSG00000091010
MA0788.1	POU3F1	ENSG00000185668
MA0788.1	POU3F2	ENSG00000184486
MA0788.1	POU3F4	ENSG00000196767
MA0788.1	POU2F1	ENSG00000143190
MA0788.1	POU2F2	ENSG00000028277
MA0788.1	POU2F3	ENSG00000137709
MA0788.1	POU1F1	ENSG00000064835
MA0789.1	HDX	ENSG00000165259
MA0789.1	HMBOX1	ENSG00000147421
MA0789.1	POU6F1	ENSG00000184271
MA0789.1	POU6F2	ENSG00000106536
MA0789.1	POU5F1	ENSG00000204531
MA0789.1	POU5F2	ENSG00000248483
MA0789.1	POU4F1	ENSG00000152192
MA0789.1	POU4F2	ENSG00000151615
MA0789.1	POU4F3	ENSG00000091010
MA0789.1	POU3F1	ENSG00000185668
MA0789.1	POU3F2	ENSG00000184486
MA0789.1	POU3F3	ENSG00000198914
MA0789.1	POU2F1	ENSG00000143190
MA0789.1	POU2F2	ENSG00000028277
MA0789.1	POU2F3	ENSG00000137709
MA0789.1	POU1F1	ENSG00000064835
MA0790.1	HDX	ENSG00000165259
MA0790.1	HMBOX1	ENSG00000147421
MA0790.1	POU6F1	ENSG00000184271
MA0790.1	POU6F2	ENSG00000106536
MA0790.1	POU5F1	ENSG00000204531
MA0790.1	POU5F2	ENSG00000248483
MA0790.1	POU4F2	ENSG00000151615
MA0790.1	POU4F3	ENSG00000091010
MA0790.1	POU3F1	ENSG00000185668
MA0790.1	POU3F2	ENSG00000184486
MA0790.1	POU3F3	ENSG00000198914
MA0790.1	POU3F4	ENSG00000196767
MA0790.1	POU2F1	ENSG00000143190
MA0790.1	POU2F2	ENSG00000028277
MA0790.1	POU2F3	ENSG00000137709
MA0790.1	POU1F1	ENSG00000064835
MA0791.1	HDX	ENSG00000165259
MA0791.1	HMBOX1	ENSG00000147421
MA0791.1	POU6F1	ENSG00000184271
MA0791.1	POU6F2	ENSG00000106536
MA0791.1	POU5F1	ENSG00000204531
MA0791.1	POU5F2	ENSG00000248483
MA0791.1	POU4F1	ENSG00000152192
MA0791.1	POU4F2	ENSG00000151615
MA0791.1	POU3F1	ENSG00000185668
MA0791.1	POU3F2	ENSG00000184486
MA0791.1	POU3F3	ENSG00000198914
MA0791.1	POU3F4	ENSG00000196767
MA0791.1	POU2F1	ENSG00000143190
MA0791.1	POU2F2	ENSG00000028277
MA0791.1	POU2F3	ENSG00000137709
MA0791.1	POU1F1	ENSG00000064835
MA0793.1	HDX	ENSG00000165259
MA0793.1	HMBOX1	ENSG00000147421
MA0793.1	POU6F1	ENSG00000184271
MA0793.1	POU5F1	ENSG00000204531
MA0793.1	POU5F2	ENSG00000248483
MA0793.1	POU4F1	ENSG00000152192
MA0793.1	POU4F2	ENSG00000151615
MA0793.1	POU4F3	ENSG00000091010
MA0793.1	POU3F1	ENSG00000185668
MA0793.1	POU3F2	ENSG00000184486
MA0793.1	POU3F3	ENSG00000198914
MA0793.1	POU3F4	ENSG00000196767
MA0793.1	POU2F1	ENSG00000143190
MA0793.1	POU2F2	ENSG00000028277
MA0793.1	POU2F3	ENSG00000137709
MA0793.1	POU1F1	ENSG00000064835
MA0794.1	PROX2	ENSG00000119608
MA0795.1	SMAD6	ENSG00000137834
MA0795.1	SMAD7	ENSG00000101665
MA0795.1	SMAD4	ENSG00000141646
MA0795.1	SMAD1	ENSG00000170365
MA0795.1	SMAD2	ENSG00000175387
MA0795.1	SMAD5	ENSG00000113658
MA0795.1	SMAD9	ENSG00000120693
MA0796.1	MKX	ENSG00000150051
MA0796.1	TGIF2	ENSG00000118707
MA0796.1	TGIF2LX	ENSG00000153779
MA0796.1	TGIF2LY	ENSG00000176679
MA0796.1	PKNOX1	ENSG00000160199
MA0796.1	PKNOX2	ENSG00000165495
MA0796.1	PBX1	ENSG00000185630
MA0796.1	PBX2	ENSG00000204304
MA0796.1	PBX3	ENSG00000167081
MA0796.1	PBX4	ENSG00000105717
MA0796.1	MEIS1	ENSG00000143995
MA0796.1	MEIS2	ENSG00000134138
MA0796.1	MEIS3	ENSG00000105419
MA0796.1	IRX1	ENSG00000170549
MA0796.1	IRX2	ENSG00000170561
MA0796.1	IRX3	ENSG00000177508
MA0796.1	IRX4	ENSG00000113430
MA0796.1	IRX5	ENSG00000176842
MA0796.1	IRX6	ENSG00000159387
MA0797.1	MKX	ENSG00000150051
MA0797.1	TGIF1	ENSG00000177426
MA0797.1	TGIF2LX	ENSG00000153779
MA0797.1	TGIF2LY	ENSG00000176679
MA0797.1	PKNOX1	ENSG00000160199
MA0797.1	PKNOX2	ENSG00000165495
MA0797.1	PBX1	ENSG00000185630
MA0797.1	PBX2	ENSG00000204304
MA0797.1	PBX3	ENSG00000167081
MA0797.1	PBX4	ENSG00000105717
MA0797.1	MEIS1	ENSG00000143995
MA0797.1	MEIS2	ENSG00000134138
MA0797.1	MEIS3	ENSG00000105419
MA0797.1	IRX1	ENSG00000170549
MA0797.1	IRX2	ENSG00000170561
MA0797.1	IRX3	ENSG00000177508
MA0797.1	IRX4	ENSG00000113430
MA0797.1	IRX5	ENSG00000176842
MA0797.1	IRX6	ENSG00000159387
MA0798.1	RFX1	ENSG00000132005
MA0798.1	RFX2	ENSG00000087903
MA0798.1	RFX4	ENSG00000111783
MA0798.1	RFX5	ENSG00000143390
MA0798.1	RFX6	ENSG00000185002
MA0798.1	RFX7	ENSG00000181827
MA0798.1	RFX8	ENSG00000196460
MA0799.1	RFX1	ENSG00000132005
MA0799.1	RFX2	ENSG00000087903
MA0799.1	RFX3	ENSG00000080298
MA0799.1	RFX5	ENSG00000143390
MA0799.1	RFX6	ENSG00000185002
MA0799.1	RFX7	ENSG00000181827
MA0799.1	RFX8	ENSG00000196460
MA0801.1	TBX6	ENSG00000149922
MA0802.1	TBX21	ENSG00000073861
MA0803.1	TBX1	ENSG00000184058
MA0803.1	TBX10	ENSG00000167800
MA0803.1	TBX18	ENSG00000112837
MA0803.1	TBX20	ENSG00000164532
MA0803.1	TBX22	ENSG00000122145
MA0804.1	T	ENSG00000164458
MA0805.1	TBX10	ENSG00000167800
MA0805.1	TBX15	ENSG00000092607
MA0805.1	TBX18	ENSG00000112837
MA0805.1	TBX20	ENSG00000164532
MA0805.1	TBX22	ENSG00000122145
MA0806.1	TBX2	ENSG00000121068
MA0806.1	TBX3	ENSG00000135111
MA0806.1	TBX5	ENSG00000089225
MA0807.1	TBX2	ENSG00000121068
MA0807.1	TBX3	ENSG00000135111
MA0807.1	TBX4	ENSG00000121075
MA0808.1	TEAD1	ENSG00000187079
MA0808.1	TEAD2	ENSG00000074219
MA0808.1	TEAD4	ENSG00000197905
MA0809.1	TEAD1	ENSG00000187079
MA0809.1	TEAD2	ENSG00000074219
MA0809.1	TEAD3	ENSG00000007866
MA0810.1	TFAP2B	ENSG00000008196
MA0810.1	TFAP2C	ENSG00000087510
MA0810.1	TFAP2D	ENSG00000008197
MA0810.1	TFAP2E	ENSG00000116819
MA0811.1	TFAP2A	ENSG00000137203
MA0811.1	TFAP2C	ENSG00000087510
MA0811.1	TFAP2D	ENSG00000008197
MA0811.1	TFAP2E	ENSG00000116819
MA0812.1	TFAP2A	ENSG00000137203
MA0812.1	TFAP2C	ENSG00000087510
MA0812.1	TFAP2D	ENSG00000008197
MA0812.1	TFAP2E	ENSG00000116819
MA0813.1	TFAP2A	ENSG00000137203
MA0813.1	TFAP2C	ENSG00000087510
MA0813.1	TFAP2D	ENSG00000008197
MA0813.1	TFAP2E	ENSG00000116819
MA0817.1	BHLHA9	ENSG00000205899
MA0817.1	NEUROD1	ENSG00000162992
MA0817.1	BHLHE22	ENSG00000180828
MA0817.1	NEUROD2	ENSG00000171532
MA0817.1	NEUROD4	ENSG00000123307
MA0817.1	NEUROD6	ENSG00000164600
MA0817.1	MESP1	ENSG00000166823
MA0817.1	MESP2	ENSG00000188095
MA0817.1	TCF23	ENSG00000163792
MA0817.1	TWIST1	ENSG00000122691
MA0817.1	TWIST2	ENSG00000233608
MA0817.1	HAND1	ENSG00000113196
MA0817.1	HAND2	ENSG00000164107
MA0817.1	SCX	ENSG00000260428
MA0817.1	PTF1A	ENSG00000168267
MA0817.1	TAL1	ENSG00000162367
MA0817.1	TAL2	ENSG00000186051
MA0817.1	LYL1	ENSG00000104903
MA0817.1	NHLH1	ENSG00000171786
MA0817.1	NHLH2	ENSG00000177551
MA0818.1	BHLHA9	ENSG00000205899
MA0818.1	NEUROD1	ENSG00000162992
MA0818.1	BHLHE23	ENSG00000125533
MA0818.1	NEUROD2	ENSG00000171532
MA0818.1	NEUROD4	ENSG00000123307
MA0818.1	NEUROD6	ENSG00000164600
MA0818.1	MESP1	ENSG00000166823
MA0818.1	MESP2	ENSG00000188095
MA0818.1	TCF23	ENSG00000163792
MA0818.1	TWIST1	ENSG00000122691
MA0818.1	TWIST2	ENSG00000233608
MA0818.1	HAND1	ENSG00000113196
MA0818.1	HAND2	ENSG00000164107
MA0818.1	SCX	ENSG00000260428
MA0818.1	PTF1A	ENSG00000168267
MA0818.1	TAL1	ENSG00000162367
MA0818.1	TAL2	ENSG00000186051
MA0818.1	LYL1	ENSG00000104903
MA0818.1	NHLH1	ENSG00000171786
MA0818.1	NHLH2	ENSG00000177551
MA0819.1	NPAS4	ENSG00000174576
MA0819.1	SOHLH1	ENSG00000165643
MA0819.1	SOHLH2	ENSG00000120669
MA0819.1	TCFL5	ENSG00000101190
MA0819.1	NCOA1	ENSG00000084676
MA0819.1	NCOA2	ENSG00000140396
MA0819.1	NCOA3	ENSG00000124151
MA0819.1	ARNT	ENSG00000143437
MA0819.1	ARNT2	ENSG00000172379
MA0819.1	ARNTL	ENSG00000133794
MA0819.1	ARNTL2	ENSG00000029153
MA0819.1	NPAS2	ENSG00000170485
MA0819.1	AHR	ENSG00000106546
MA0819.1	AHRR	ENSG00000063438
MA0819.1	SIM1	ENSG00000112246
MA0819.1	SIM2	ENSG00000159263
MA0819.1	EPAS1	ENSG00000116016
MA0819.1	NPAS1	ENSG00000130751
MA0819.1	NPAS3	ENSG00000151322
MA0821.1	HES1	ENSG00000114315
MA0821.1	HEYL	ENSG00000163909
MA0821.1	HELT	ENSG00000187821
MA0821.1	DEC1	ENSG00000173077
MA0821.1	HES2	ENSG00000069812
MA0821.1	HES3	ENSG00000173673
MA0821.1	HES4	ENSG00000188290
MA0821.1	HES6	ENSG00000144485
MA0821.1	HES7	ENSG00000179111
MA0821.1	HEY1	ENSG00000164683
MA0821.1	HEY2	ENSG00000135547
MA0822.1	HES1	ENSG00000114315
MA0822.1	HEYL	ENSG00000163909
MA0822.1	HELT	ENSG00000187821
MA0822.1	DEC1	ENSG00000173077
MA0822.1	HES2	ENSG00000069812
MA0822.1	HES3	ENSG00000173673
MA0822.1	HES4	ENSG00000188290
MA0822.1	HES5	ENSG00000197921
MA0822.1	HES6	ENSG00000144485
MA0822.1	HEY1	ENSG00000164683
MA0822.1	HEY2	ENSG00000135547
MA0823.1	HES1	ENSG00000114315
MA0823.1	HEYL	ENSG00000163909
MA0823.1	HELT	ENSG00000187821
MA0823.1	DEC1	ENSG00000173077
MA0823.1	HES2	ENSG00000069812
MA0823.1	HES3	ENSG00000173673
MA0823.1	HES4	ENSG00000188290
MA0823.1	HES5	ENSG00000197921
MA0823.1	HES6	ENSG00000144485
MA0823.1	HES7	ENSG00000179111
MA0823.1	HEY2	ENSG00000135547
MA0824.1	ID1	ENSG00000125968
